name,type,unit,orig_group,cat,cat_name,subcategory,subcategory_secondary,lifecycle,activation,validation,validation_note,severity,recommendation,behavior_risk,consumer,ctor_transfer_target,guard_chain,code_transforms,src_default,set_value,runtime,effective_value,effective_formula,derived_variable,dynamic_range,observed_baseline_range,effect,dependencies,evidence
InpRegExitChoppyChand,double,none,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,Regime-specific target profiles,,Production,Conditional,Evidence-backed-adopted,,P3,Keep,Medium,CPositionCoordinator::UpdateTrailingStops (Include/Core/CPositionCoordinator.mqh:3707),,InpEnableRegimeExit true → live risk class == CHOPPY held >=3 bars → live_chand_mult=liveProfile.chandelierMult,,3.0,3.0,3.000000,= runtime (3.0 — tightest); reachable when the scorer's RISK_CLASS_CHOPPY leg fires (post ACTION-3b ATR-pair fix),static (init-effective = runtime scalar),—,—,—,Tightest chandelier width for the choppy risk class (aggressive de-risk). Reachable via chopScore after the ATR-H1 pair fix re-enabled the choppy leg.,InpEnableRegimeExit; ACTION-3b ATR-pair fix (CRegimeRiskScaler.mqh:181),OPT-1 4.2/3.6/3.0/3.6 adoption mqh:3749; choppy-leg re-enable CRegimeRiskScaler.mqh:179-181
InpRegExitNormalBE,double,R-multiple,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,Regime-specific target profiles,,Production,Shadowed,Engineering-default,,P3,Keep,Low,CPositionCoordinator (Include/Core/CPositionCoordinator.mqh:3200/3920),,InpEnableRegimeExit true → risk class == NORMAL → stamped pos.exit_be_trigger → at_breakeven flag only; active move needs InpEnableBEMover=true (default OFF),,1.0,1.0,1.000000,"= runtime (1.0R); flags at_breakeven only, does not move stop at config-of-record",static (init-effective = runtime scalar),—,—,—,BE trigger R for normal-class positions; shadowed (mover off). Differs from flat InpTrailBETrigger 0.8.,InpEnableRegimeExit; InpEnableBEMover; InpTrailBETrigger (fallback),phase0 BE-implicit; mqh:3800/3920
InpRegExitNormalChand,double,none,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,Regime-specific target profiles,,Production,Active,Evidence-backed-adopted,,P3,Keep,Medium,CPositionCoordinator::UpdateTrailingStops (Include/Core/CPositionCoordinator.mqh:3707 -> :3756),,InpEnableRegimeExit true → live risk class == NORMAL held >=3 bars (mqh:3706) → live_chand_mult=liveProfile.chandelierMult,,3.6,3.6,3.600000,= runtime (3.6) chandelier width for live NORMAL class,static (init-effective = runtime scalar),—,—,—,Chandelier trailing width for the normal risk class (OPT-1 adopted). Note VOLATILE profile uses the same 3.6.,InpEnableRegimeExit; InpRegExitVolChand (duplicate value),OPT-1 4.2/3.6/3.0/3.6 adoption CPositionCoordinator.mqh:3746-3751
InpRegExitTrendBE,double,R-multiple,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,Regime-specific target profiles,,Production,Shadowed,Engineering-default,,P3,Keep,Low,CPositionCoordinator (Include/Core/CPositionCoordinator.mqh:3200 BEMover / :3920 at_breakeven flag),,"InpEnableRegimeExit true → entry risk class == TRENDING (CRegimeRiskScaler::Evaluate) → stamped to pos.exit_be_trigger (mq5:2357) → at config-of-record only sets at_breakeven flag; active stop-move requires InpEnableBEMover=true (mqh:3800, default OFF)",,1.2,1.2,1.200000,= runtime (1.2R) as the trending-class BE trigger; does NOT move the stop (mover off) — only flags at_breakeven once chandelier ratchet reaches BE,static (init-effective = runtime scalar),—,—,—,"BE trigger R for trending-class positions; shadowed at config-of-record because InpEnableBEMover is off, so it never actively moves the stop.",InpEnableRegimeExit; InpEnableBEMover (out-of-category master); InpTrailBETrigger (fallback),phase0 BE-implicit verdict claude/phase0/UT_Phase0.mq5:240; mqh:3800/3920
InpRegExitTrendChand,double,none,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,Regime-specific target profiles,,Production,Active,Evidence-backed-adopted,,P3,Keep,Medium,CPositionCoordinator::UpdateTrailingStops (Include/Core/CPositionCoordinator.mqh:3707 -> CChandelierTrailing::SetMultiplier :3756),,InpEnableRegimeExit true → live risk class == TRENDING held >=3 bars hysteresis (mqh:3706) → live_chand_mult = liveProfile.chandelierMult (mqh:3707) → entry stamp exit_chandelier_mult (mq5:2358),,4.2,4.2,4.200000,= runtime (4.2 — widest); applied to the Chandelier trailing plugin after 3-bar regime hold,static (init-effective = runtime scalar),—,—,—,Chandelier trailing width for the live TRENDING risk class; the widest profile lets trend runners breathe (OPT-1 adopted default).,InpEnableRegimeExit; InpTrailChandelierMult (pre-hysteresis fallback),OPT-1 adoption 4.2/3.6/3.0/3.6 cited CPositionCoordinator.mqh:3746-3751
InpRegExitVolBE,double,R-multiple,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,Regime-specific target profiles,,Production,Shadowed,Engineering-default,,P3,Keep,Low,CPositionCoordinator (Include/Core/CPositionCoordinator.mqh:3200/3920),,InpEnableRegimeExit true → risk class VOLATILE (volScore>=4) → stamped exit_be_trigger → flag only; mover off,,0.8,0.8,0.800000,= runtime (0.8R); flags only,static (init-effective = runtime scalar),—,—,—,BE trigger for the volatile risk class (one of only two knobs that differ from NORMAL). Shadowed (mover off).,InpEnableRegimeExit; InpEnableBEMover,firstpass 'VOL profile differs only BE/TP0'; mqh:3920
InpRegExitVolChand,double,none,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,Regime-specific target profiles,,Production,Active,Evidence-backed-adopted,,P3,Merge,Low,CPositionCoordinator::UpdateTrailingStops (Include/Core/CPositionCoordinator.mqh:3707),,InpEnableRegimeExit true → live risk class == VOLATILE held >=3 bars → live_chand_mult=liveProfile.chandelierMult,,3.6,3.6,3.600000,= runtime (3.6) — identical to InpRegExitNormalChand; the VOLATILE trail width adds no differentiation vs NORMAL,static (init-effective = runtime scalar),—,—,—,"Chandelier width for the volatile risk class; equals NORMAL's 3.6, so switching NORMAL<->VOLATILE changes nothing for trailing.",InpEnableRegimeExit; InpRegExitNormalChand (equal value),firstpass [W] '== NORMAL(3.6)'; mqh:3707
InpCEGFloorPct,double,R-multiple,CEG — COUPLED EXIT GEOMETRY (Tier-3),9,Profit Taking & Exit Policies,Runner promotion/trail,,Experimental,No-op,Identity-default,,P3,Keep,None,"CSignalOrchestrator (Include/Core/CSignalOrchestrator.mqh:1005,1016)",,ceg_mode = InpEnableCEG && InpCEGFloorPct>0.0 (mqh:1005) → 0.0 -> ceg_mode false even if master on -> s_eff never widens (mqh:1016),clamp,0.0,(unpinned),0.000000,"= runtime (0.0) -> never binds; s_eff = max(s_pat, 0*R48) = s_pat (identity)",static (init-effective = runtime scalar),—,—,—,Stop floor as fraction of trailing 48h H1 range; 0 makes CEG never widen the stop (double-gated with master).,InpEnableCEG; InpMinSLRangePct,firstpass [X] '0 => never binds'; CSignalOrchestrator.mqh:1005-1016
InpCEGTrailFloor,double,ratio/%,CEG — COUPLED EXIT GEOMETRY (Tier-3),9,Profit Taking & Exit Policies,Runner promotion/trail,,Experimental,No-op,Identity-default,,P3,Keep,None,"CPositionCoordinator::UpdateTrailingStops (Include/Core/CPositionCoordinator.mqh:3728,3738)",,InpEnableCEG && InpCEGTrailFloor>0.0 && pos.ceg_s_eff>0.0 (mqh:3728) → 0.0 -> block skipped even if master on,,0.0,(unpinned),0.000000,= runtime (0.0) -> trail-width floor off; eff_mult unchanged,static (init-effective = runtime scalar),—,—,—,Chandelier trail-width floor in S_eff units; 0 disables the trail coupling (double-gated with master and ceg_s_eff stamp).,InpEnableCEG; InpCEGFloorPct (stamps ceg_s_eff),firstpass [X] '0 => off'; mqh:3728-3738
InpEnableCEG,bool,bool,CEG — COUPLED EXIT GEOMETRY (Tier-3),9,Profit Taking & Exit Policies,Runner promotion/trail,,Experimental,Gated-off,Rejected,,P3,Keep,None,CSignalOrchestrator (Include/Core/CSignalOrchestrator.mqh:1005) + CPositionCoordinator (Include/Core/CPositionCoordinator.mqh:3728),,ceg_mode = InpEnableCEG && InpCEGFloorPct>0 (CSignalOrchestrator.mqh:1005) -> both false -> stop-floor dead → trail: InpEnableCEG && InpCEGTrailFloor>0 && pos.ceg_s_eff>0 (mqh:3728) -> dead,,false,(unpinned),false,= runtime (false) — Tier-3 coupled-exit-geometry master off; build byte-identical to baseline,static (init-effective = runtime scalar),—,—,—,"Master for the CEG stop-floor + chandelier trail-floor coupling; default off, closed no-change (mutually exclusive with FIX-1 InpMinSLRangePct).",InpCEGFloorPct; InpCEGTrailFloor; InpMinSLRangePct (mutually exclusive),commit f565fe8 'CEG closed no-change'; CSignalOrchestrator.mqh:1005; mqh:3728
InpEnableTP0,bool,bool,TP0 EARLY PARTIAL,9,Profit Taking & Exit Policies,TP0,early reduction,Production,Active,Evidence-backed-adopted,,P3,Keep,Medium,"CPositionCoordinator::ManagePositions (Include/Core/CPositionCoordinator.mqh:2412) + BE/TP1 eligibility gates (:2487,3184,3907)",,InpEnableTP0 (mqh:2412) → !tp0_closed && stage==STAGE_INITIAL → profit_r>=tp0_distance → also gates TP1 start (mqh:2487) and be_eligible (mqh:3184/3907),,true,true,true,= runtime (true) — first partial active; when false the ladder starts at TP1 and BE becomes eligible from entry,static (init-effective = runtime scalar),—,—,—,Master for the TP0 early partial and its ordering with TP1/BE; on gold this banks ~15% early to lift PF.,InpTP0Distance/InpTP0Volume (or regime exit_tp0_* stamps); InpEnableRegimeExit,"A/B +$685, PF 1.60 (inputs:483/firstpass [T]); mqh:2412"
InpRegExitChoppyTP0Dist,double,R-multiple,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,TP0,early reduction,Production,Conditional,Engineering-default,,P3,Keep,Low,"CPositionCoordinator::ManagePositions TP0 ladder (Include/Core/CPositionCoordinator.mqh:2405,2424)",,InpEnableRegimeExit true → entry risk class == CHOPPY (chopScore) → InpEnableTP0 → profit_r>=0.5,,0.5,0.5,0.500000,= runtime (0.5R) choppy-class TP0 trigger (earliest reduction),static (init-effective = runtime scalar),—,—,—,"Earliest TP0 partial trigger, used when a position is opened in the choppy risk class.",InpEnableRegimeExit; InpEnableTP0; InpRegExitChoppyTP0Vol,CPositionCoordinator.mqh:2405-2424
InpRegExitChoppyTP0Vol,double,none,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,TP0,early reduction,Production,Conditional,Engineering-default,,P3,Keep,Low,"CPositionCoordinator::ManagePositions TP0 ladder (Include/Core/CPositionCoordinator.mqh:2406,2427)",,InpEnableRegimeExit true → entry risk class CHOPPY → InpEnableTP0 && TP0 fires,,20.0,20.0,20.000000,= runtime (20.0%) at TP0 for choppy class,static (init-effective = runtime scalar),—,—,—,Larger early reduction (20%) for choppy-class entries.,InpEnableRegimeExit; InpEnableTP0; InpRegExitChoppyTP0Dist,"CPositionCoordinator.mqh:2406,2427"
InpRegExitNormalTP0Dist,double,R-multiple,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,TP0,early reduction,Production,Active,Evidence-backed-adopted,,P3,Keep,Low,"CPositionCoordinator::ManagePositions TP0 ladder (Include/Core/CPositionCoordinator.mqh:2405,2424)",,InpEnableRegimeExit true → risk class == NORMAL (the default/most-common class) → stamped exit_tp0_distance → InpEnableTP0 true → profit_r>=0.7,,0.7,0.7,0.700000,= runtime (0.7R) — byte-equal to flat InpTP0Distance (the flat value is the fallback of this live value),static (init-effective = runtime scalar),—,—,—,TP0 partial trigger for the normal class; this is the effective live TP0 distance on the bulk of trades.,InpEnableRegimeExit; InpEnableTP0; InpTP0Distance (fallback twin),firstpass '== flat InpTP0Distance'; TP0 A/B +$685 PF1.60 (inputs:484)
InpRegExitNormalTP0Vol,double,none,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,TP0,early reduction,Production,Active,Evidence-backed-adopted,,P3,Keep,Low,"CPositionCoordinator::ManagePositions TP0 ladder (Include/Core/CPositionCoordinator.mqh:2406,2427)",,InpEnableRegimeExit true → risk class NORMAL → stamped exit_tp0_volume → InpEnableTP0 && TP0 fires,,15.0,15.0,15.000000,= runtime (15.0%) — byte-equal to flat InpTP0Volume (fallback twin),static (init-effective = runtime scalar),—,—,—,TP0 close fraction for the normal class; the effective live TP0 volume on most trades.,InpEnableRegimeExit; InpEnableTP0; InpTP0Volume (fallback twin),"firstpass '== flat'; CPositionCoordinator.mqh:2406,2427"
InpRegExitTrendTP0Dist,double,R-multiple,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,TP0,early reduction,Production,Conditional,Engineering-default,,P3,Keep,Low,"CPositionCoordinator::ManagePositions TP0 ladder (Include/Core/CPositionCoordinator.mqh:2405,2412,2424)",,InpEnableRegimeExit true → entry risk class == TRENDING → stamped pos.exit_tp0_distance (mq5:2359) → InpEnableTP0 true → stage==STAGE_INITIAL → profit_r >= tp0_distance (mqh:2424),,0.7,0.7,0.700000,= runtime (0.7R) as the trending-class TP0 partial trigger,static (init-effective = runtime scalar),—,—,—,R-distance at which the first (TP0) partial closes for trending-class positions.,InpEnableRegimeExit; InpEnableTP0; InpRegExitTrendTP0Vol,CPositionCoordinator.mqh:2405-2424
InpRegExitTrendTP0Vol,double,none,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,TP0,early reduction,Production,Conditional,Engineering-default,,P3,Keep,Low,"CPositionCoordinator::ManagePositions TP0 ladder (Include/Core/CPositionCoordinator.mqh:2406,2427)",,InpEnableRegimeExit true → risk class TRENDING → stamped exit_tp0_volume (mq5 profTrend.tp0Volume) → InpEnableTP0 && TP0 fires (mqh:2412) → close_lots = original_lots*vol/100 (mqh:2427),,10.0,10.0,10.000000,= runtime (10.0%) of original lots closed at TP0 (smallest partial -> biggest trend runner),static (init-effective = runtime scalar),—,—,—,Fraction of original position closed at TP0 for trending class; low 10% keeps a large runner.,InpEnableRegimeExit; InpEnableTP0; InpRegExitTrendTP0Dist,"CPositionCoordinator.mqh:2406,2427"
InpRegExitVolTP0Dist,double,R-multiple,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,TP0,early reduction,Production,Conditional,Engineering-default,,P3,Keep,Low,"CPositionCoordinator::ManagePositions TP0 ladder (Include/Core/CPositionCoordinator.mqh:2405,2424)",,InpEnableRegimeExit true → entry risk class VOLATILE → InpEnableTP0 → profit_r>=0.6,,0.6,0.6,0.600000,= runtime (0.6R) volatile-class TP0 trigger (one of two knobs differing from NORMAL),static (init-effective = runtime scalar),—,—,—,TP0 partial trigger for volatile-class entries (earlier than NORMAL 0.7R).,InpEnableRegimeExit; InpEnableTP0; InpRegExitVolTP0Vol,CPositionCoordinator.mqh:2405-2424
InpRegExitVolTP0Vol,double,none,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,TP0,early reduction,Production,Conditional,Engineering-default,,P3,Keep,Low,"CPositionCoordinator::ManagePositions TP0 ladder (Include/Core/CPositionCoordinator.mqh:2406,2427)",,InpEnableRegimeExit true → entry risk class VOLATILE → InpEnableTP0 && TP0 fires,,20.0,20.0,20.000000,= runtime (20.0%) at TP0 for volatile class (differs from NORMAL 15%),static (init-effective = runtime scalar),—,—,—,Early reduction fraction for volatile-class entries.,InpEnableRegimeExit; InpEnableTP0; InpRegExitVolTP0Dist,"CPositionCoordinator.mqh:2406,2427"
InpTP0Distance,double,R-multiple,TP0 EARLY PARTIAL,9,Profit Taking & Exit Policies,TP0,early reduction,Production,Fallback-only,Evidence-backed-adopted,,P2,Merge,Low,CPositionCoordinator::ManagePositions (Include/Core/CPositionCoordinator.mqh:2405),,"tp0_distance = (pos.exit_tp0_distance>0) ? exit_tp0_distance : InpTP0Distance (mqh:2405) → with InpEnableRegimeExit=true, exit_tp0_distance is always stamped (NORMAL=0.7) -> this input never read except legacy positions",,0.70,0.7,0.700000,"fallback-only: live value is the per-position exit_tp0_distance (NORMAL profile 0.7, byte-equal). InpTP0Distance itself only used for pre-adaptive/legacy positions",static (init-effective = runtime scalar),—,—,—,Fallback TP0 R-distance; superseded by the regime NORMAL profile (identical 0.7) at config-of-record.,InpEnableRegimeExit; InpRegExitNormalTP0Dist (live twin),firstpass [W] 'fallback-only... == NORMAL 0.7'; mqh:2405
InpTP0Volume,double,ratio/%,TP0 EARLY PARTIAL,9,Profit Taking & Exit Policies,TP0,early reduction,Production,Fallback-only,Evidence-backed-adopted,,P2,Merge,Low,CPositionCoordinator::ManagePositions (Include/Core/CPositionCoordinator.mqh:2406),,tp0_volume = (pos.exit_tp0_volume>0) ? exit_tp0_volume : InpTP0Volume (mqh:2406) → InpEnableRegimeExit=true stamps exit_tp0_volume (NORMAL=15) -> input unread except legacy,,15.0,15.0,15.000000,"fallback-only: live value = per-position exit_tp0_volume (NORMAL 15%, byte-equal)",static (init-effective = runtime scalar),—,—,—,Fallback TP0 close fraction; superseded by regime NORMAL profile (identical 15%).,InpEnableRegimeExit; InpRegExitNormalTP0Vol (live twin),firstpass [W] 'fallback-only; == NORMAL 15%'; mqh:2406
InpRegExitChoppyTP1Dist,double,R-multiple,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,TP1 partial,,Production,Conditional,Engineering-default,,P3,Keep,Low,"CPositionCoordinator::ManagePositions TP1 ladder (Include/Core/CPositionCoordinator.mqh:2407,2500)",,InpEnableRegimeExit true → entry risk class CHOPPY → TP0 closed/disabled → profit_r_tp1>=1.0,,1.0,1.0,1.000000,= runtime (1.0R) choppy-class TP1 trigger,static (init-effective = runtime scalar),—,—,—,TP1 partial trigger for choppy-class positions (tighter than normal 1.3R).,InpEnableRegimeExit; InpRegExitChoppyTP1Vol,"CPositionCoordinator.mqh:2407,2500"
InpRegExitChoppyTP1Vol,double,none,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,TP1 partial,,Production,Conditional,Engineering-default,,P3,Keep,Low,"CPositionCoordinator::ManagePositions TP1 ladder (Include/Core/CPositionCoordinator.mqh:2408,2503)",,InpEnableRegimeExit true → entry risk class CHOPPY → TP1 fires,,40.0,40.0,40.000000,= runtime (40.0%) of remaining at TP1 for choppy class,static (init-effective = runtime scalar),—,—,—,TP1 close fraction for choppy-class positions.,InpEnableRegimeExit; InpRegExitChoppyTP1Dist,"CPositionCoordinator.mqh:2408,2503"
InpRegExitNormalTP1Dist,double,R-multiple,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,TP1 partial,,Production,Active,Engineering-default,,P3,Keep,Low,"CPositionCoordinator::ManagePositions TP1 ladder (Include/Core/CPositionCoordinator.mqh:2407,2500)",,InpEnableRegimeExit true → risk class NORMAL → stamped exit_tp1_distance → TP0 closed / disabled → profit_r_tp1>=1.3,,1.3,1.3,1.300000,= runtime (1.3R) — byte-equal to flat InpTP1Distance,static (init-effective = runtime scalar),—,—,—,TP1 partial trigger for the normal class (live default rung on most trades).,InpEnableRegimeExit; InpTP1Distance (fallback twin),"firstpass '== flat InpTP1Distance'; mqh:2407,2500"
InpRegExitNormalTP1Vol,double,none,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,TP1 partial,,Production,Active,Engineering-default,,P3,Keep,Low,"CPositionCoordinator::ManagePositions TP1 ladder (Include/Core/CPositionCoordinator.mqh:2408,2503)",,InpEnableRegimeExit true → risk class NORMAL → stamped exit_tp1_volume → TP1 fires,,40.0,40.0,40.000000,= runtime (40.0%) of remaining — byte-equal to flat InpTP1Volume,static (init-effective = runtime scalar),—,—,—,TP1 close fraction for the normal class (live default).,InpEnableRegimeExit; InpTP1Volume (fallback twin),"firstpass '== flat'; mqh:2408,2503"
InpRegExitTrendTP1Dist,double,R-multiple,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,TP1 partial,,Production,Conditional,Engineering-default,,P3,Keep,Low,"CPositionCoordinator::ManagePositions TP1 ladder (Include/Core/CPositionCoordinator.mqh:2407,2500)",,InpEnableRegimeExit true → risk class TRENDING → stamped exit_tp1_distance (mq5:2361) → TP0 closed or TP0 disabled (mqh:2487) → profit_r_tp1 >= tp1_distance (mqh:2500),,1.5,1.5,1.500000,= runtime (1.5R) trending-class TP1 partial trigger,static (init-effective = runtime scalar),—,—,—,R-distance for the TP1 partial close on trending-class positions.,InpEnableRegimeExit; InpRegExitTrendTP1Vol,"CPositionCoordinator.mqh:2407,2500"
InpRegExitTrendTP1Vol,double,none,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,TP1 partial,,Production,Conditional,Engineering-default,,P3,Keep,Low,"CPositionCoordinator::ManagePositions TP1 ladder (Include/Core/CPositionCoordinator.mqh:2408,2503)",,InpEnableRegimeExit true → risk class TRENDING → stamped exit_tp1_volume → TP1 fires (mqh:2500) → close_lots_tp1 = remaining_lots*vol/100 (mqh:2503),,35.0,35.0,35.000000,= runtime (35.0%) of REMAINING lots at TP1,static (init-effective = runtime scalar),—,—,—,Fraction of remaining position closed at TP1 for trending class (-> ~30% runner after TP2).,InpEnableRegimeExit; InpRegExitTrendTP1Dist,"CPositionCoordinator.mqh:2408,2503"
InpRegExitVolTP1Dist,double,R-multiple,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,TP1 partial,,Production,Conditional,Engineering-default,,P3,Merge,Low,"CPositionCoordinator::ManagePositions TP1 ladder (Include/Core/CPositionCoordinator.mqh:2407,2500)",,InpEnableRegimeExit true → entry risk class VOLATILE → TP0 closed/disabled → profit_r_tp1>=1.3,,1.3,1.3,1.300000,= runtime (1.3R) — identical to InpRegExitNormalTP1Dist,static (init-effective = runtime scalar),—,—,—,"TP1 trigger for volatile class; equals NORMAL, so no differentiation on this rung.",InpEnableRegimeExit; InpRegExitNormalTP1Dist (equal),"firstpass '== NORMAL'; mqh:2407,2500"
InpRegExitVolTP1Vol,double,none,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,TP1 partial,,Production,Conditional,Engineering-default,,P3,Merge,Low,"CPositionCoordinator::ManagePositions TP1 ladder (Include/Core/CPositionCoordinator.mqh:2408,2503)",,InpEnableRegimeExit true → entry risk class VOLATILE → TP1 fires,,40.0,40.0,40.000000,= runtime (40.0%) — identical to InpRegExitNormalTP1Vol,static (init-effective = runtime scalar),—,—,—,TP1 close fraction for volatile class; equals NORMAL.,InpEnableRegimeExit; InpRegExitNormalTP1Vol (equal),"firstpass '== NORMAL'; mqh:2408,2503"
InpRegExitChoppyTP2Dist,double,R-multiple,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,TP2 partial,,Production,Conditional,Engineering-default,,P3,Keep,Low,CPositionCoordinator::ManagePositions TP2 ladder (Include/Core/CPositionCoordinator.mqh:2409),,InpEnableRegimeExit true → entry risk class CHOPPY → TP1 closed → profit_r_tp2>=1.4,,1.4,1.4,1.400000,= runtime (1.4R) choppy-class TP2 trigger,static (init-effective = runtime scalar),—,—,—,TP2 partial trigger for choppy-class positions (aggressive de-risk in chop).,InpEnableRegimeExit; InpRegExitChoppyTP2Vol,CPositionCoordinator.mqh:2409; firstpass 'aggressive de-risk in chop'
InpRegExitChoppyTP2Vol,double,none,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,TP2 partial,,Production,Conditional,Engineering-default,,P3,Keep,Low,CPositionCoordinator::ManagePositions TP2 ladder (Include/Core/CPositionCoordinator.mqh:2410),,InpEnableRegimeExit true → entry risk class CHOPPY → TP2 fires,,35.0,35.0,35.000000,= runtime (35.0%) of remaining at TP2 for choppy class,static (init-effective = runtime scalar),—,—,—,TP2 close fraction for choppy-class positions; largest de-risk of the four profiles.,InpEnableRegimeExit; InpRegExitChoppyTP2Dist,CPositionCoordinator.mqh:2410
InpRegExitNormalTP2Dist,double,R-multiple,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,TP2 partial,,Production,Active,Engineering-default,,P3,Keep,Low,CPositionCoordinator::ManagePositions TP2 ladder (Include/Core/CPositionCoordinator.mqh:2409),,InpEnableRegimeExit true → risk class NORMAL → stamped exit_tp2_distance → TP1 closed → profit_r_tp2>=1.8,,1.8,1.8,1.800000,= runtime (1.8R) — byte-equal to flat InpTP2Distance,static (init-effective = runtime scalar),—,—,—,TP2 partial trigger for the normal class (live default rung).,InpEnableRegimeExit; InpTP2Distance (fallback twin),firstpass '== flat InpTP2Distance'; mqh:2409
InpRegExitNormalTP2Vol,double,none,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,TP2 partial,,Production,Active,Engineering-default,,P3,Keep,Low,CPositionCoordinator::ManagePositions TP2 ladder (Include/Core/CPositionCoordinator.mqh:2410),,InpEnableRegimeExit true → risk class NORMAL → stamped exit_tp2_volume → TP2 fires,,30.0,30.0,30.000000,= runtime (30.0%) of remaining — byte-equal to flat InpTP2Volume; NORMAL IS the flat set,static (init-effective = runtime scalar),—,—,—,TP2 close fraction for the normal class; leaves ~36% final runner. This profile equals the flat fallback set.,InpEnableRegimeExit; InpTP2Volume (fallback twin),firstpass 'NORMAL = the flat set'; mqh:2410
InpRegExitTrendTP2Dist,double,R-multiple,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,TP2 partial,,Production,Conditional,Engineering-default,,P3,Keep,Low,"CPositionCoordinator::ManagePositions TP2 ladder (Include/Core/CPositionCoordinator.mqh:2409, TP2 branch ~2560)",,InpEnableRegimeExit true → risk class TRENDING → stamped exit_tp2_distance → TP1 closed → profit_r_tp2 >= tp2_distance,,2.2,2.2,2.200000,= runtime (2.2R) trending-class TP2 partial trigger,static (init-effective = runtime scalar),—,—,—,R-distance for the TP2 partial close on trending-class positions (widest ladder rung).,InpEnableRegimeExit; InpRegExitTrendTP2Vol,CPositionCoordinator.mqh:2409; TP2 branch 2560-2620
InpRegExitTrendTP2Vol,double,none,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,TP2 partial,,Production,Conditional,Engineering-default,,P3,Keep,Low,"CPositionCoordinator::ManagePositions TP2 ladder (Include/Core/CPositionCoordinator.mqh:2410, close_lots_tp2)",,InpEnableRegimeExit true → risk class TRENDING → stamped exit_tp2_volume → TP2 fires → close_lots_tp2 = remaining*vol/100,,25.0,25.0,25.000000,= runtime (25.0%) of remaining lots at TP2 -> ~30% runner left,static (init-effective = runtime scalar),—,—,—,Fraction of remaining position closed at TP2 for trending class; leaves the largest final runner of the four profiles.,InpEnableRegimeExit; InpRegExitTrendTP2Dist,firstpass note '->30% runner'; CPositionCoordinator.mqh:2410
InpRegExitVolTP2Dist,double,R-multiple,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,TP2 partial,,Production,Conditional,Engineering-default,,P3,Merge,Low,CPositionCoordinator::ManagePositions TP2 ladder (Include/Core/CPositionCoordinator.mqh:2409),,InpEnableRegimeExit true → entry risk class VOLATILE → TP1 closed → profit_r_tp2>=1.8,,1.8,1.8,1.800000,= runtime (1.8R) — identical to InpRegExitNormalTP2Dist,static (init-effective = runtime scalar),—,—,—,TP2 trigger for volatile class; equals NORMAL.,InpEnableRegimeExit; InpRegExitNormalTP2Dist (equal),firstpass '== NORMAL'; mqh:2409
InpRegExitVolTP2Vol,double,none,REGIME EXIT PROFILES,9,Profit Taking & Exit Policies,TP2 partial,,Production,Conditional,Engineering-default,,P3,Merge,Low,CPositionCoordinator::ManagePositions TP2 ladder (Include/Core/CPositionCoordinator.mqh:2410),,InpEnableRegimeExit true → entry risk class VOLATILE → TP2 fires,,30.0,30.0,30.000000,= runtime (30.0%) — identical to InpRegExitNormalTP2Vol,static (init-effective = runtime scalar),—,—,—,TP2 close fraction for volatile class; equals NORMAL — the VOLATILE profile differs from NORMAL only on BE(0.8) and TP0(0.6/20).,InpEnableRegimeExit; InpRegExitNormalTP2Vol (equal),firstpass '== NORMAL'; mqh:2410
